name,description,category,image,prefecture,,
ニホンカワウソ,かつて日本各地の河川や沿岸に生息していたイタチ科の哺乳類である。魚を主食とし、水辺の生態系で重要な役割を担っていたが、乱獲や水質汚染により激減し、1979年を最後に姿を消した。2012年に絶滅種と認定された,other,images/nippon-kawauso.jpg,奈良県,,
ニホンカワウソ,かつて日本各地の河川や沿岸に生息していたイタチ科の哺乳類である。魚を主食とし、水辺の生態系で重要な役割を担っていたが、乱獲や水質汚染により激減し、1979年を最後に姿を消した。2012年に絶滅種と認定された,other,images/nippon-kawauso.jpg,和歌山県,,
ニホンカワウソ,かつて日本各地の河川や沿岸に生息していたイタチ科の哺乳類である。魚を主食とし、水辺の生態系で重要な役割を担っていたが、乱獲や水質汚染により激減し、1979年を最後に姿を消した。2012年に絶滅種と認定された,other,images/nippon-kawauso.jpg,鳥取県,,
ニホンカワウソ,かつて日本各地の河川や沿岸に生息していたイタチ科の哺乳類である。魚を主食とし、水辺の生態系で重要な役割を担っていたが、乱獲や水質汚染により激減し、1979年を最後に姿を消した。2012年に絶滅種と認定された,other,images/nippon-kawauso.jpg,島根県,,
ニホンカワウソ,かつて日本各地の河川や沿岸に生息していたイタチ科の哺乳類である。魚を主食とし、水辺の生態系で重要な役割を担っていたが、乱獲や水質汚染により激減し、1979年を最後に姿を消した。2012年に絶滅種と認定された,other,images/nippon-kawauso.jpg,岡山県,,
ニホンカワウソ,かつて日本各地の河川や沿岸に生息していたイタチ科の哺乳類である。魚を主食とし、水辺の生態系で重要な役割を担っていたが、乱獲や水質汚染により激減し、1979年を最後に姿を消した。2012年に絶滅種と認定された,other,images/nippon-kawauso.jpg,山口県,,
ニホンカワウソ,かつて日本各地の河川や沿岸に生息していたイタチ科の哺乳類である。魚を主食とし、水辺の生態系で重要な役割を担っていたが、乱獲や水質汚染により激減し、1979年を最後に姿を消した。2012年に絶滅種と認定された,other,images/nippon-kawauso.jpg,広島県,,
トキ,ペリカン目トキ科に属する鳥類であり、日本ではかつて広く分布していたが、生息環境の悪化や乱獲により急激に数を減らした。2003年に中国からの個体を導入し、佐渡島での繁殖と野生復帰が進められている。現在も保護活動が続けられている。,other,images/nipponia-nippon.webp,北海道,,
トキ,ペリカン目トキ科に属する鳥類であり、日本ではかつて広く分布していたが、生息環境の悪化や乱獲により急激に数を減らした。2003年に中国からの個体を導入し、佐渡島での繁殖と野生復帰が進められている。現在も保護活動が続けられている。,other,images/nipponia-nippon.webp,岩手県,,
トキ,ペリカン目トキ科に属する鳥類であり、日本ではかつて広く分布していたが、生息環境の悪化や乱獲により急激に数を減らした。2003年に中国からの個体を導入し、佐渡島での繁殖と野生復帰が進められている。現在も保護活動が続けられている。,other,images/nipponia-nippon.webp,東京都,,
トキ,ペリカン目トキ科に属する鳥類であり、日本ではかつて広く分布していたが、生息環境の悪化や乱獲により急激に数を減らした。2003年に中国からの個体を導入し、佐渡島での繁殖と野生復帰が進められている。現在も保護活動が続けられている。,other,images/nipponia-nippon.webp,神奈川県,,
トキ,ペリカン目トキ科に属する鳥類であり、日本ではかつて広く分布していたが、生息環境の悪化や乱獲により急激に数を減らした。2003年に中国からの個体を導入し、佐渡島での繁殖と野生復帰が進められている。現在も保護活動が続けられている。,other,images/nipponia-nippon.webp,岐阜県,,
トキ,ペリカン目トキ科に属する鳥類であり、日本ではかつて広く分布していたが、生息環境の悪化や乱獲により急激に数を減らした。2003年に中国からの個体を導入し、佐渡島での繁殖と野生復帰が進められている。現在も保護活動が続けられている。,other,images/nipponia-nippon.webp,新潟県,,
トキ,ペリカン目トキ科に属する鳥類であり、日本ではかつて広く分布していたが、生息環境の悪化や乱獲により急激に数を減らした。2003年に中国からの個体を導入し、佐渡島での繁殖と野生復帰が進められている。現在も保護活動が続けられている。,other,images/nipponia-nippon.webp,東京都,,
トキ,ペリカン目トキ科に属する鳥類であり、日本ではかつて広く分布していたが、生息環境の悪化や乱獲により急激に数を減らした。2003年に中国からの個体を導入し、佐渡島での繁殖と野生復帰が進められている。現在も保護活動が続けられている。,other,images/nipponia-nippon.webp,徳島県,,
トキ,ペリカン目トキ科に属する鳥類であり、日本ではかつて広く分布していたが、生息環境の悪化や乱獲により急激に数を減らした。2003年に中国からの個体を導入し、佐渡島での繁殖と野生復帰が進められている。現在も保護活動が続けられている。,other,images/nipponia-nippon.webp,福岡県,,
トキ,ペリカン目トキ科に属する鳥類であり、日本ではかつて広く分布していたが、生息環境の悪化や乱獲により急激に数を減らした。2003年に中国からの個体を導入し、佐渡島での繁殖と野生復帰が進められている。現在も保護活動が続けられている。,other,images/nipponia-nippon.webp,佐賀県,,
トキ,ペリカン目トキ科に属する鳥類であり、日本ではかつて広く分布していたが、生息環境の悪化や乱獲により急激に数を減らした。2003年に中国からの個体を導入し、佐渡島での繁殖と野生復帰が進められている。現在も保護活動が続けられている。,other,images/nipponia-nippon.webp,長崎県,,
トキ,ペリカン目トキ科に属する鳥類であり、日本ではかつて広く分布していたが、生息環境の悪化や乱獲により急激に数を減らした。2003年に中国からの個体を導入し、佐渡島での繁殖と野生復帰が進められている。現在も保護活動が続けられている。,other,images/nipponia-nippon.webp,熊本県,,
トキ,ペリカン目トキ科に属する鳥類であり、日本ではかつて広く分布していたが、生息環境の悪化や乱獲により急激に数を減らした。2003年に中国からの個体を導入し、佐渡島での繁殖と野生復帰が進められている。現在も保護活動が続けられている。,other,images/nipponia-nippon.webp,大分県,,
トキ,ペリカン目トキ科に属する鳥類であり、日本ではかつて広く分布していたが、生息環境の悪化や乱獲により急激に数を減らした。2003年に中国からの個体を導入し、佐渡島での繁殖と野生復帰が進められている。現在も保護活動が続けられている。,other,images/nipponia-nippon.webp,宮崎県,,
トキ,ペリカン目トキ科に属する鳥類であり、日本ではかつて広く分布していたが、生息環境の悪化や乱獲により急激に数を減らした。2003年に中国からの個体を導入し、佐渡島での繁殖と野生復帰が進められている。現在も保護活動が続けられている。,other,images/nipponia-nippon.webp,鹿児島県,,
トキ,ペリカン目トキ科に属する鳥類であり、日本ではかつて広く分布していたが、生息環境の悪化や乱獲により急激に数を減らした。2003年に中国からの個体を導入し、佐渡島での繁殖と野生復帰が進められている。現在も保護活動が続けられている。,other,images/nipponia-nippon.webp,沖縄県,,
ニホンオオカミ,かつて本州・四国・九州に広く生息していたイヌ科の哺乳類である。体は小型で、山林に適応した鋭い感覚を持ち、主にシカやイノシシなどを捕食していた。人間による駆除や感染症の影響で数を減らし、1905年に奈良県で捕獲された個体を最後に絶滅したとされている。,other,images/Japanese_Wolf.jpg,青森県,,
ニホンオオカミ,かつて本州・四国・九州に広く生息していたイヌ科の哺乳類である。体は小型で、山林に適応した鋭い感覚を持ち、主にシカやイノシシなどを捕食していた。人間による駆除や感染症の影響で数を減らし、1905年に奈良県で捕獲された個体を最後に絶滅したとされている。,other,images/Japanese_Wolf.jpg,岩手県,,
ニホンオオカミ,かつて本州・四国・九州に広く生息していたイヌ科の哺乳類である。体は小型で、山林に適応した鋭い感覚を持ち、主にシカやイノシシなどを捕食していた。人間による駆除や感染症の影響で数を減らし、1905年に奈良県で捕獲された個体を最後に絶滅したとされている。,other,images/Japanese_Wolf.jpg,秋田県,,
ニホンオオカミ,かつて本州・四国・九州に広く生息していたイヌ科の哺乳類である。体は小型で、山林に適応した鋭い感覚を持ち、主にシカやイノシシなどを捕食していた。人間による駆除や感染症の影響で数を減らし、1905年に奈良県で捕獲された個体を最後に絶滅したとされている。,other,images/Japanese_Wolf.jpg,宮城県,,
ニホンオオカミ,かつて本州・四国・九州に広く生息していたイヌ科の哺乳類である。体は小型で、山林に適応した鋭い感覚を持ち、主にシカやイノシシなどを捕食していた。人間による駆除や感染症の影響で数を減らし、1905年に奈良県で捕獲された個体を最後に絶滅したとされている。,other,images/Japanese_Wolf.jpg,山形県,,
ニホンオオカミ,かつて本州・四国・九州に広く生息していたイヌ科の哺乳類である。体は小型で、山林に適応した鋭い感覚を持ち、主にシカやイノシシなどを捕食していた。人間による駆除や感染症の影響で数を減らし、1905年に奈良県で捕獲された個体を最後に絶滅したとされている。,other,images/Japanese_Wolf.jpg,福島県,,
ニホンオオカミ,かつて本州・四国・九州に広く生息していたイヌ科の哺乳類である。体は小型で、山林に適応した鋭い感覚を持ち、主にシカやイノシシなどを捕食していた。人間による駆除や感染症の影響で数を減らし、1905年に奈良県で捕獲された個体を最後に絶滅したとされている。,other,images/Japanese_Wolf.jpg,茨城県,,
ニホンオオカミ,かつて本州・四国・九州に広く生息していたイヌ科の哺乳類である。体は小型で、山林に適応した鋭い感覚を持ち、主にシカやイノシシなどを捕食していた。人間による駆除や感染症の影響で数を減らし、1905年に奈良県で捕獲された個体を最後に絶滅したとされている。,other,images/Japanese_Wolf.jpg,栃木県,,
ニホンオオカミ,かつて本州・四国・九州に広く生息していたイヌ科の哺乳類である。体は小型で、山林に適応した鋭い感覚を持ち、主にシカやイノシシなどを捕食していた。人間による駆除や感染症の影響で数を減らし、1905年に奈良県で捕獲された個体を最後に絶滅したとされている。,other,images/Japanese_Wolf.jpg,群馬県,,
ニホンオオカミ,かつて本州・四国・九州に広く生息していたイヌ科の哺乳類である。体は小型で、山林に適応した鋭い感覚を持ち、主にシカやイノシシなどを捕食していた。人間による駆除や感染症の影響で数を減らし、1905年に奈良県で捕獲された個体を最後に絶滅したとされている。,other,images/Japanese_Wolf.jpg,埼玉県,,
ニホンオオカミ,かつて本州・四国・九州に広く生息していたイヌ科の哺乳類である。体は小型で、山林に適応した鋭い感覚を持ち、主にシカやイノシシなどを捕食していた。人間による駆除や感染症の影響で数を減らし、1905年に奈良県で捕獲された個体を最後に絶滅したとされている。,other,images/Japanese_Wolf.jpg,千葉県,,
ニホンオオカミ,かつて本州・四国・九州に広く生息していたイヌ科の哺乳類である。体は小型で、山林に適応した鋭い感覚を持ち、主にシカやイノシシなどを捕食していた。人間による駆除や感染症の影響で数を減らし、1905年に奈良県で捕獲された個体を最後に絶滅したとされている。,other,images/Japanese_Wolf.jpg,東京都,,
ニホンオオカミ,かつて本州・四国・九州に広く生息していたイヌ科の哺乳類である。体は小型で、山林に適応した鋭い感覚を持ち、主にシカやイノシシなどを捕食していた。人間による駆除や感染症の影響で数を減らし、1905年に奈良県で捕獲された個体を最後に絶滅したとされている。,other,images/Japanese_Wolf.jpg,神奈川県,,
ニホンオオカミ,かつて本州・四国・九州に広く生息していたイヌ科の哺乳類である。体は小型で、山林に適応した鋭い感覚を持ち、主にシカやイノシシなどを捕食していた。人間による駆除や感染症の影響で数を減らし、1905年に奈良県で捕獲された個体を最後に絶滅したとされている。,other,images/Japanese_Wolf.jpg,新潟県,,
ニホンオオカミ,かつて本州・四国・九州に広く生息していたイヌ科の哺乳類である。体は小型で、山林に適応した鋭い感覚を持ち、主にシカやイノシシなどを捕食していた。人間による駆除や感染症の影響で数を減らし、1905年に奈良県で捕獲された個体を最後に絶滅したとされている。,other,images/Japanese_Wolf.jpg,富山県,,
ニホンオオカミ,かつて本州・四国・九州に広く生息していたイヌ科の哺乳類である。体は小型で、山林に適応した鋭い感覚を持ち、主にシカやイノシシなどを捕食していた。人間による駆除や感染症の影響で数を減らし、1905年に奈良県で捕獲された個体を最後に絶滅したとされている。,other,images/Japanese_Wolf.jpg,石川県,,
ニホンオオカミ,かつて本州・四国・九州に広く生息していたイヌ科の哺乳類である。体は小型で、山林に適応した鋭い感覚を持ち、主にシカやイノシシなどを捕食していた。人間による駆除や感染症の影響で数を減らし、1905年に奈良県で捕獲された個体を最後に絶滅したとされている。,other,images/Japanese_Wolf.jpg,福井県,,
ニホンオオカミ,かつて本州・四国・九州に広く生息していたイヌ科の哺乳類である。体は小型で、山林に適応した鋭い感覚を持ち、主にシカやイノシシなどを捕食していた。人間による駆除や感染症の影響で数を減らし、1905年に奈良県で捕獲された個体を最後に絶滅したとされている。,other,images/Japanese_Wolf.jpg,山梨県,,
ニホンオオカミ,かつて本州・四国・九州に広く生息していたイヌ科の哺乳類である。体は小型で、山林に適応した鋭い感覚を持ち、主にシカやイノシシなどを捕食していた。人間による駆除や感染症の影響で数を減らし、1905年に奈良県で捕獲された個体を最後に絶滅したとされている。,other,images/Japanese_Wolf.jpg,長野県,,
ニホンオオカミ,かつて本州・四国・九州に広く生息していたイヌ科の哺乳類である。体は小型で、山林に適応した鋭い感覚を持ち、主にシカやイノシシなどを捕食していた。人間による駆除や感染症の影響で数を減らし、1905年に奈良県で捕獲された個体を最後に絶滅したとされている。,other,images/Japanese_Wolf.jpg,岐阜県,,
ニホンオオカミ,かつて本州・四国・九州に広く生息していたイヌ科の哺乳類である。体は小型で、山林に適応した鋭い感覚を持ち、主にシカやイノシシなどを捕食していた。人間による駆除や感染症の影響で数を減らし、1905年に奈良県で捕獲された個体を最後に絶滅したとされている。,other,images/Japanese_Wolf.jpg,静岡県,,
ニホンオオカミ,かつて本州・四国・九州に広く生息していたイヌ科の哺乳類である。体は小型で、山林に適応した鋭い感覚を持ち、主にシカやイノシシなどを捕食していた。人間による駆除や感染症の影響で数を減らし、1905年に奈良県で捕獲された個体を最後に絶滅したとされている。,other,images/Japanese_Wolf.jpg,愛知県,,
ニホンオオカミ,かつて本州・四国・九州に広く生息していたイヌ科の哺乳類である。体は小型で、山林に適応した鋭い感覚を持ち、主にシカやイノシシなどを捕食していた。人間による駆除や感染症の影響で数を減らし、1905年に奈良県で捕獲された個体を最後に絶滅したとされている。,other,images/Japanese_Wolf.jpg,三重県,,
ニホンオオカミ,かつて本州・四国・九州に広く生息していたイヌ科の哺乳類である。体は小型で、山林に適応した鋭い感覚を持ち、主にシカやイノシシなどを捕食していた。人間による駆除や感染症の影響で数を減らし、1905年に奈良県で捕獲された個体を最後に絶滅したとされている。,other,images/Japanese_Wolf.jpg,滋賀県,,
ニホンオオカミ,かつて本州・四国・九州に広く生息していたイヌ科の哺乳類である。体は小型で、山林に適応した鋭い感覚を持ち、主にシカやイノシシなどを捕食していた。人間による駆除や感染症の影響で数を減らし、1905年に奈良県で捕獲された個体を最後に絶滅したとされている。,other,images/Japanese_Wolf.jpg,京都府,,
ニホンオオカミ,かつて本州・四国・九州に広く生息していたイヌ科の哺乳類である。体は小型で、山林に適応した鋭い感覚を持ち、主にシカやイノシシなどを捕食していた。人間による駆除や感染症の影響で数を減らし、1905年に奈良県で捕獲された個体を最後に絶滅したとされている。,other,images/Japanese_Wolf.jpg,大阪府,,
ニホンオオカミ,かつて本州・四国・九州に広く生息していたイヌ科の哺乳類である。体は小型で、山林に適応した鋭い感覚を持ち、主にシカやイノシシなどを捕食していた。人間による駆除や感染症の影響で数を減らし、1905年に奈良県で捕獲された個体を最後に絶滅したとされている。,other,images/Japanese_Wolf.jpg,兵庫県,,
ニホンオオカミ,かつて本州・四国・九州に広く生息していたイヌ科の哺乳類である。体は小型で、山林に適応した鋭い感覚を持ち、主にシカやイノシシなどを捕食していた。人間による駆除や感染症の影響で数を減らし、1905年に奈良県で捕獲された個体を最後に絶滅したとされている。,other,images/Japanese_Wolf.jpg,奈良県,,
ニホンオオカミ,かつて本州・四国・九州に広く生息していたイヌ科の哺乳類である。体は小型で、山林に適応した鋭い感覚を持ち、主にシカやイノシシなどを捕食していた。人間による駆除や感染症の影響で数を減らし、1905年に奈良県で捕獲された個体を最後に絶滅したとされている。,other,images/Japanese_Wolf.jpg,和歌山県,,
ニホンオオカミ,かつて本州・四国・九州に広く生息していたイヌ科の哺乳類である。体は小型で、山林に適応した鋭い感覚を持ち、主にシカやイノシシなどを捕食していた。人間による駆除や感染症の影響で数を減らし、1905年に奈良県で捕獲された個体を最後に絶滅したとされている。,other,images/Japanese_Wolf.jpg,岡山県,,
ニホンオオカミ,かつて本州・四国・九州に広く生息していたイヌ科の哺乳類である。体は小型で、山林に適応した鋭い感覚を持ち、主にシカやイノシシなどを捕食していた。人間による駆除や感染症の影響で数を減らし、1905年に奈良県で捕獲された個体を最後に絶滅したとされている。,other,images/Japanese_Wolf.jpg,広島県,,
ニホンオオカミ,かつて本州・四国・九州に広く生息していたイヌ科の哺乳類である。体は小型で、山林に適応した鋭い感覚を持ち、主にシカやイノシシなどを捕食していた。人間による駆除や感染症の影響で数を減らし、1905年に奈良県で捕獲された個体を最後に絶滅したとされている。,other,images/Japanese_Wolf.jpg,山口県,,
ニホンオオカミ,かつて本州・四国・九州に広く生息していたイヌ科の哺乳類である。体は小型で、山林に適応した鋭い感覚を持ち、主にシカやイノシシなどを捕食していた。人間による駆除や感染症の影響で数を減らし、1905年に奈良県で捕獲された個体を最後に絶滅したとされている。,other,images/Japanese_Wolf.jpg,徳島県,,
ニホンオオカミ,かつて本州・四国・九州に広く生息していたイヌ科の哺乳類である。体は小型で、山林に適応した鋭い感覚を持ち、主にシカやイノシシなどを捕食していた。人間による駆除や感染症の影響で数を減らし、1905年に奈良県で捕獲された個体を最後に絶滅したとされている。,other,images/Japanese_Wolf.jpg,香川県,,
ニホンオオカミ,かつて本州・四国・九州に広く生息していたイヌ科の哺乳類である。体は小型で、山林に適応した鋭い感覚を持ち、主にシカやイノシシなどを捕食していた。人間による駆除や感染症の影響で数を減らし、1905年に奈良県で捕獲された個体を最後に絶滅したとされている。,other,images/Japanese_Wolf.jpg,愛媛県,,
ニホンオオカミ,かつて本州・四国・九州に広く生息していたイヌ科の哺乳類である。体は小型で、山林に適応した鋭い感覚を持ち、主にシカやイノシシなどを捕食していた。人間による駆除や感染症の影響で数を減らし、1905年に奈良県で捕獲された個体を最後に絶滅したとされている。,other,images/Japanese_Wolf.jpg,高知県,,
ニホンオオカミ,かつて本州・四国・九州に広く生息していたイヌ科の哺乳類である。体は小型で、山林に適応した鋭い感覚を持ち、主にシカやイノシシなどを捕食していた。人間による駆除や感染症の影響で数を減らし、1905年に奈良県で捕獲された個体を最後に絶滅したとされている。,other,images/Japanese_Wolf.jpg,福岡県,,
ニホンオオカミ,かつて本州・四国・九州に広く生息していたイヌ科の哺乳類である。体は小型で、山林に適応した鋭い感覚を持ち、主にシカやイノシシなどを捕食していた。人間による駆除や感染症の影響で数を減らし、1905年に奈良県で捕獲された個体を最後に絶滅したとされている。,other,images/Japanese_Wolf.jpg,佐賀県,,
ニホンオオカミ,かつて本州・四国・九州に広く生息していたイヌ科の哺乳類である。体は小型で、山林に適応した鋭い感覚を持ち、主にシカやイノシシなどを捕食していた。人間による駆除や感染症の影響で数を減らし、1905年に奈良県で捕獲された個体を最後に絶滅したとされている。,other,images/Japanese_Wolf.jpg,長崎県,,
ニホンオオカミ,かつて本州・四国・九州に広く生息していたイヌ科の哺乳類である。体は小型で、山林に適応した鋭い感覚を持ち、主にシカやイノシシなどを捕食していた。人間による駆除や感染症の影響で数を減らし、1905年に奈良県で捕獲された個体を最後に絶滅したとされている。,other,images/Japanese_Wolf.jpg,熊本県,,
ニホンオオカミ,かつて本州・四国・九州に広く生息していたイヌ科の哺乳類である。体は小型で、山林に適応した鋭い感覚を持ち、主にシカやイノシシなどを捕食していた。人間による駆除や感染症の影響で数を減らし、1905年に奈良県で捕獲された個体を最後に絶滅したとされている。,other,images/Japanese_Wolf.jpg,大分県,,
ニホンオオカミ,かつて本州・四国・九州に広く生息していたイヌ科の哺乳類である。体は小型で、山林に適応した鋭い感覚を持ち、主にシカやイノシシなどを捕食していた。人間による駆除や感染症の影響で数を減らし、1905年に奈良県で捕獲された個体を最後に絶滅したとされている。,other,images/Japanese_Wolf.jpg,宮崎県,,
ニホンオオカミ,かつて本州・四国・九州に広く生息していたイヌ科の哺乳類である。体は小型で、山林に適応した鋭い感覚を持ち、主にシカやイノシシなどを捕食していた。人間による駆除や感染症の影響で数を減らし、1905年に奈良県で捕獲された個体を最後に絶滅したとされている。,other,images/Japanese_Wolf.jpg,鹿児島県,,
リュウキュウカラスバト,かつて沖縄本島や周辺離島に生息していたハト科の鳥類である。和名は「リュウキュウカラスバト」、英名は「Ryukyu pigeon」と呼ばれる。体色は黒褐色で、丸みを帯びた体つきが特徴的であった。森林の減少や狩猟、外来捕食者の影響により個体数が激減し、現在では野生での生息は確認されておらず、絶滅種とされている。保護や再導入の試みもあるが、現状では絶滅状態に近いと考えられている。,other,images/ryuukyuukarasu.jpeg,沖縄県,,
